,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,year_week,report_count,er_avail_adrenalin_ordinal,er_avail_atropine_ordinal,er_avail_dopamine_ordinal,er_avail_cephalosporins_betalactams_ordinal,er_avail_aminoglycosides_quinolone_ordinal,er_avail_vancomycin_clindamycin_ordinal,er_avail_lidocaine_ordinal,er_avail_minor_opioids_ordinal,er_avail_major_opioids_ordinal,er_avail_iv_fluids_ordinal,er_avail_diazepam_dph_ordinal,er_avail_heparin_ordinal,er_avail_steroids_ordinal,er_avail_insulin_ordinal,er_avail_asthma_ordinal,er_avail_blood_pressure_ordinal,er_avail_defibrillator_ordinal,er_avail_ott_intubation_ordinal,er_avail_catheter_ordinal,er_avail_oxygen_suction_ordinal,sx_avail_minor_opioids_ordinal,sx_avail_major_opioids_ordinal,sx_avail_anesthetic_gases_ordinal,sx_avail_anesthetics_iv_ordinal,sx_avail_relaxants_ordinal,sx_avail_ott_intubation_ordinal,sx_avail_patient_lingerie_kit_ordinal,sx_avail_disposables_mask_gloves_gown_ordinal,sx_avail_oxygen_suction_ordinal,medical_supply_summary,operability_icu_ordinal,operability_icu_p_ordinal,operability_er_ordinal,operability_sx_ordinal,operability_lab_ordinal,operability_uls_ordinal,operability_ct_mri_ordinal,operability_xr_ordinal,country
722,2019-09-09 11:20:34.853000+00:00,36 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Menos de 3 de días,No operativa,No operativa,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,TAC001,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Táchira,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,6.0,2.0,,4.0,0.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,300,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,70,120,15,8,3,2,6,5,7,2,3,3,7,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Entre 3 y 5 días,1899-12-30T00:45:00.000Z,No,2019-35,1.0,2.0,2,2,3,0.0,0.0,3,0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2,2.0,2,2,2.0,3.0,0.0,0.0,3,1.6206896551724137,3.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,Venezuela
745,2019-10-20 17:53:41.570000+00:00,37 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,Todos los días,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,Menos de 3 de días,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Táchira,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,0.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Nunca ha existido,Todos los días,300,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,75,120,20,9,3,2,8,5,8,2,3,3,8,4,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:50:00.000Z,No,2019-36,1.0,3.0,3,3,2,0.0,0.0,3,0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3,3.0,3,3,3.0,3.0,0.0,0.0,3,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,Venezuela
748,2019-10-20 18:02:21.234000+00:00,38 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,3.0,3.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Nunca ha existido,Todos los días,300,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,80,45,15,7,3,4,8,5,6,2,4,3,6,4,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T00:50:00.000Z,No,2019-37,1.0,3.0,3,3,3,0.0,3.0,3,3,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3,3.0,3,2,3.0,3.0,0.0,0.0,3,2.5172413793103448,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
750,2019-10-20 18:12:37.783000+00:00,39 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,Entre 3 y 5 días,No hubo,No hubo,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Tipo IV,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Nunca ha existido,Todos los días,300,No hubo,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,70,120,15,8,3,4,7,4,6,2,3,3,6,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,No,0,Menos de 3 días,1899-12-30T00:00:00.000Z,No,2019-38,1.0,3.0,3,3,2,2.0,0.0,3,2,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2.0,2,3,3.0,3.0,0.0,0.0,3,2.2758620689655173,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
731,2019-10-20 18:20:30.022000+00:00,40 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,TAC001,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo IV,No hubo,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Nunca ha existido,Todos los días,290,Todos los días,No hubo,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,75,60,15,8,3,4,7,5,8,2,3,3,6,4,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2019-39,1.0,2.0,2,2,2,3.0,3.0,3,3,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,0,3,3.0,3.0,0.0,0.0,3,2.413793103448276,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
736,2019-11-19 12:07:39.958000+00:00,41 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,Todos los días,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,8.0,2.0,,6.0,2.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,No hubo,300,Todos los días,No hubo,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Nunca ha habido fórmulas lácteas,70,1440,10,10,3,3,7,5,10,2,4,3,6,5,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T00:45:00.000Z,No,2019-40,1.0,3.0,3,3,2,2.0,0.0,3,0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3,3.0,3,2,3.0,3.0,0.0,0.0,3,2.310344827586207,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
734,2019-11-19 12:19:56.817000+00:00,42 del 2019,Todos los días,,Funciona todos los días,No,,1.0,"Equipos, Medicamentos",,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,8.0,2.0,,6.0,0.0,8.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,280,Todos los días,No hubo,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,80,2880,10,10,3,4,5,6,10,2,4,3,6,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:30:00.000Z,No,2019-41,1.0,3.0,3,3,2,3.0,0.0,3,2,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,0.0,0.0,3,2.3793103448275863,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
749,2019-11-19 13:16:32.218000+00:00,45 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,0.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,280,Todos los días,No hubo,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,80,2880,10,10,3,2,2,6,8,2,3,3,6,4,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:45:00.000Z,No,2019-44,1.0,3.0,3,3,3,2.0,0.0,3,3,0.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,2,3.0,3,3,3.0,3.0,0.0,0.0,3,2.3448275862068964,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
728,2019-11-19 13:32:29.901000+00:00,46 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,Todos los días,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Entre 3 y 5 días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,8.0,2.0,,6.0,0.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,280,Todos los días,No hubo,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,70,2880,10,10,3,4,6,5,10,2,2,3,7,5,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:45:00.000Z,No,2019-45,1.0,3.0,3,3,3,2.0,2.0,3,2,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,0.0,0.0,3,2.4482758620689653,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
739,2019-11-23 03:03:57.713000+00:00,47 del 2019,Todos los días,,Funciona todos los días,No,,,,,,Protestas  sin suspensión de actividades,Protestas  sin suspensión de actividades,Todos los días,,,,,,Todos los días,No hubo,No hubo,,,Todos los días,,Todos los días,Menos de 3 de días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,0.0,10.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,300,No hubo,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,80,2880,15,10,3,4,7,5,8,2,3,3,7,4,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,2,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2019-46,1.0,3.0,3,3,2,2.0,0.0,3,3,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,3,3.0,3.0,0.0,0.0,3,2.2413793103448274,3.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,Venezuela
741,2019-12-11 11:26:55.146000+00:00,48 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,No operativa,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,No hubo,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,5.0,,6.0,0.0,10.0,12.0,3.0,No hubo,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Ningún día,Todos los días,No hubo,Entre 3 y 5 días,300,Todos los días,No hubo,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,75,1440,12,9,3,2,7,5,8,2,3,3,6,5,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,2,Menos de 3 días,1899-12-30T01:15:00.000Z,No,2019-47,2.0,3.0,3,3,3,2.0,0.0,3,0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3,3.0,3,3,3.0,0.0,0.0,0.0,3,1.8620689655172413,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,Venezuela
743,2019-12-16 16:31:35.844000+00:00,50 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Entre 3 y 5 días,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,5.0,,5.0,0.0,10.0,12.0,3.0,No hubo,900,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Ningún día,Todos los días,No hubo,Todos los días,300,Todos los días,No hubo,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,70,2880,15,8,3,3,7,5,8,2,3,3,7,4,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T01:30:00.000Z,No,2019-49,1.0,3.0,3,3,3,3.0,0.0,3,0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,3,3.0,3,0,0.0,3.0,0.0,0.0,3,1.896551724137931,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
729,2020-01-08 19:57:30.604000+00:00,51 del 2019,Todos los días,,Funciona todos los días,No,,,,1.0,Medicamentos,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,TAC001,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,No hubo,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,0.0,10.0,12.0,3.0,No hubo,900,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Ningún día,Todos los días,No hubo,Todos los días,300,Entre 1 y 2 días,No hubo,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,75,2880,15,7,2,2,5,5,6,2,2,3,5,2,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,1,Todos los días,1899-12-30T01:00:00.000Z,No,2019-50,1.0,2.0,2,2,3,0.0,0.0,3,0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3,3.0,3,0,3.0,3.0,0.0,0.0,3,1.7241379310344827,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
727,2020-01-08 20:05:03.290000+00:00,52 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,No hubo,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,0.0,10.0,12.0,3.0,No hubo,900,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Ningún día,Todos los días,No hubo,Todos los días,300,Todos los días,No hubo,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,80,2880,15,7,1,2,6,4,6,1,2,3,5,4,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,2,Todos los días,1899-12-30T01:30:00.000Z,No,2019-51,1.0,3.0,3,3,3,3.0,0.0,3,0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3,3.0,3,0,3.0,3.0,0.0,0.0,3,2.310344827586207,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,Venezuela
